sent,filtered,sorted
"[['As', 'you', 'can', 'see', 'from', 'the', 'above', 'I', 'am', 'only', 'getting', 'the', 'first', 'lines', 'of', 'the', 'stack', 'trace', 'I', 'would', 'like', 'lines', 'Is', 'there', 'something', ""I'm"", 'missing', 'in', 'regard', 'to', 'this', 'or', 'is', 'there', 'just', 'lines'], [""I'm"", 'doing', 'a', 'simple', 'console', 'log', 'of', 'a', 'Error', 'object', 'inside', 'a', 'Jest', 'test', 'nothing', 'fancy']]","[[('above', 'NN'), ('first', 'JJ'), ('lines', 'NNS'), ('stack', 'NN'), ('trace', 'NN'), ('Is', 'NNP'), ('something', 'NN'), (""I'm"", 'NNP'), ('regard', 'NN')], [(""I'm"", 'NNP'), ('simple', 'JJ'), ('console', 'JJ'), ('log', 'NN'), ('Error', 'NNP'), ('object', 'NN'), ('Jest', 'NNP'), ('test', 'NN'), ('nothing', 'NN'), ('fancy', 'NN')]]","[2, 1]"
"[['I', 'followed', 'all', 'the', 'basic', 'standard', 'procedures', 'that', 'available', 'on', 'the', 'internet', 'to', 'installation', 'g', 'compiler', 'on', 'my', 'Windows', 'I', 'selected', 'all', 'the', 'basic', 'packages', 'and', 'applied', 'the', 'changes', 'but', 'in', 'the', 'middle', 'of', 'the', 'installation', 'process', 'it', 'started', 'throwing', 'this', 'error'], ['Can', 'someone', 'help', 'me', 'with', 'what', 'to', 'do', 'about', 'this', 'error', 'bug', 'Thanks', 'in', 'advance'], [], ['This', 'problem', 'might', 'have', 'occured', 'because', 'the', 'package', 'was', 'corrupted', 'during', 'transfer', 'You', 'can', 'manually', 'try', 'to', 'download', 'it', 'from'], ['here'], ['and', 'then', 'extract', 'it', 'in', 'your', 'folder']]","[[('basic', 'JJ'), ('standard', 'NN'), ('procedures', 'NNS'), ('available', 'JJ'), ('internet', 'NN'), ('compiler', 'NN'), ('Windows', 'NNP'), ('packages', 'NNS'), ('changes', 'NNS'), ('middle', 'NN'), ('installation', 'NN'), ('process', 'NN'), ('error', 'NN')], [('someone', 'NN'), ('error', 'NN'), ('bug', 'NN'), ('Thanks', 'NNP'), ('advance', 'NN')], [], [('problem', 'NN'), ('package', 'NN'), ('transfer', 'NN')], [], [('folder', 'NN')]]","[1, 2, 4, 6, 3]"
"[['Using', 'this', 'script'], [""I'm"", 'getting', 'empty', 'facets', 'in', 'and', 'levels'], ['I', 'wonder', 'why', 'this', 'is', 'the', 'case', 'Any', 'suggestions', 'to', 'fix', 'this', 'issue'], ['DATA']]","[[('script', 'NN')], [(""I'm"", 'NNP'), ('empty', 'JJ'), ('facets', 'NNS'), ('levels', 'NNS')], [('case', 'NN'), ('Any', 'NNP'), ('suggestions', 'NNS'), ('issue', 'NN')], [('DATA', 'NNS')]]","[2, 3, 1, 4]"
"[[""I'm"", 'trying', 'to', 'build', 'a', 'Javascript', 'library', 'like', 'jQuery', 'just', 'to', 'learn', 'Javascript', 'more', 'So', 'far', ""I've"", 'developed', 'this'], ['And', 'for', 'methods', ""I've"", 'developed', 'some', 'like'], ['You', 'may', 'have', 'noted', 'that', ""I've"", 'defined', 'a', 'method', 'like', 'jQuery'], ['Whenever', ""I'm"", 'calling', 'like', 'it', 'is', 'working', 'fine'], ['But', 'suppose', 'I', 'have', 'appended', 'some', 'html', 'like'], ['And', 'then', 'I', 'want', 'to', 'provide', 'an', 'API', 'to', 'add', 'event', 'listener', 'to', 'like'], ['But', ""I'm"", 'not', 'sure', 'how', 'to', 'implement', 'this', 'listener'], ['Kindly', 'help'], [], ['From', 'your', 'comments', 'I', 'suppose', 'you', 'request', 'a', 'live', 'implementation'], ['If', 'that', 'is', 'the', 'case', 'i', 'wold', 'suggest', 'you', 'to', 'add', 'a', 'data', 'method', 'to', 'your', 'object', 'remember', 'all', 'events', 'to', 'be', 'registered', 'and', 'register', 'them', 'from', 'append', 'method', 'when', 'content', 'is', 'appended', 'to', 'the', 'current', 'element'], ['I', 'extended', 'your', 'library', 'with', 'the', 'data', 'and', 'live', 'methods', 'and', 'queued', 'an', 'event', 'registration', 'for', 'the', 'next', 'span', 'to', 'be', 'added', 'in', 'body', 'See', 'the', 'modified', 'code', 'snippet', 'and', 'check', 'out', 'the', 'console', 'to', 'validate'], ['Considerations'], ['you', 'will', 'have', 'to', 'make', 'a', 'similar', 'implementation', 'for', 'html', 'method'], ['if', 'you', 'want', 'to', 'make', 'a', 'real', 'live', 'clone', 'you', 'will', 'have', 'to', 'keep', 'pre', 'registered', 'event', 'definitions', 'and', 'register', 'any', 'new', 'elements', 'matching', 'the', 'selector', 'at', 'this', 'moment', 'once', 'an', 'element', 'matches', 'the', 'selector', 'and', 'the', 'event', 'is', 'registered', 'the', 'event', 'definition', 'is', 'removed', 'in', 'append', 'to', 'make', 'it', 'universal', 'you', 'will', 'have', 'to', 'mark', 'your', 'bound', 'elements', 'use', 'data', 'for', 'this']]","[[(""I'm"", 'NNP'), ('Javascript', 'NNP'), ('library', 'NN'), ('jQuery', 'NN'), (""I've"", 'NNP')], [('methods', 'NNS'), (""I've"", 'NNP')], [(""I've"", 'NNP'), ('method', 'NN'), ('jQuery', 'NN')], [(""I'm"", 'NNP'), ('fine', 'JJ')], [('html', 'NNS')], [('API', 'NNP'), ('event', 'NN'), ('listener', 'NN')], [(""I'm"", 'NNP'), ('sure', 'JJ'), ('listener', 'NN')], [('help', 'NN')], [], [('comments', 'NNS'), ('live', 'JJ'), ('implementation', 'NN')], [('case', 'NN'), ('i', 'NN'), ('suggest', 'NN'), ('data', 'NN'), ('method', 'NN'), ('object', 'JJ'), ('events', 'NNS'), ('append', 'NN'), ('content', 'NN'), ('current', 'JJ'), ('element', 'NN')], [('library', 'NN'), ('data', 'NNS'), ('live', 'JJ'), ('methods', 'NNS'), ('event', 'NN'), ('registration', 'NN'), ('next', 'JJ'), ('span', 'NN'), ('body', 'NN'), ('modified', 'JJ'), ('code', 'NN'), ('snippet', 'NN'), ('console', 'NN')], [('Considerations', 'NNS')], [('similar', 'JJ'), ('implementation', 'NN'), ('html', 'NN'), ('method', 'NN')], [('real', 'JJ'), ('live', 'JJ'), ('clone', 'NN'), ('pre', 'NN'), ('registered', 'JJ'), ('event', 'NN'), ('definitions', 'NNS'), ('new', 'JJ'), ('elements', 'NNS'), ('selector', 'NN'), ('moment', 'NN'), ('element', 'NN'), ('definition', 'NN'), ('append', 'NN'), ('universal', 'JJ'), ('bound', 'NN'), ('data', 'NNS')]]","[15, 12, 11, 1, 14]"
"[['I', 'am', 'working', 'on', 'QT', 'v'], ['I', 'need', 'to', 'hide', 'the', 'blinking', 'cursor', 'caret', 'of', 'permanently', 'But', 'at', 'the', 'same', 'time', 'I', 'want', 'the', 'to', 'be', 'editable', 'so', 'readOnly', 'and', 'or', 'setting', 'editable', 'false', 'is', 'not', 'an', 'option', 'for', 'me'], ['I', 'am', 'already', 'changing', 'the', 'Background', 'color', 'of', 'the', 'when', 'it', 'is', 'in', 'focus', 'so', 'I', 'will', 'know', 'which', 'widget', 'is', 'getting', 'edited', 'For', 'my', 'requirement', 'cursor', 'the', 'blinking', 'text', 'cursor', 'display', 'should', 'not', 'be', 'there'], ['I', 'have', 'tried', 'but', 'I', ""can't"", 'get', 'the', 'cursor', 'hidden'], ['Can', 'someone', 'please', 'let', 'me', 'know', 'how', 'can', 'I', 'achieve', 'this'], [], ['There', 'is', 'no', 'standard', 'way', 'to', 'do', 'that', 'but', 'you', 'can', 'use', 'method', 'which', 'hides', 'the', 'cursor', 'When', 'you', 'call', 'this', 'method', 'it', 'disables', 'processing', 'of', 'keys', 'so', ""you'll"", 'need', 'to', 'force', 'it', 'Inherit', 'from', 'QLineEdit', 'and', 'reimplement'], [], ['As', 'a', 'workaround', 'you', 'can', 'create', 'a', 'single', 'line', 'and', 'set', 'the', 'width', 'of', 'the', 'cursor', 'to', 'zero', 'by'], ['For', 'a', 'single', 'line', 'you', 'should', 'subclass', 'and', 'do', 'the', 'following'], ['Disable', 'word', 'wrap'], ['Disable', 'the', 'scroll', 'bars', 'AlwaysOff'], [], ['Set', 'the', 'sizePolicy', 'to'], ['Reimplement', 'to', 'ignore', 'the', 'event', 'when', 'Enter', 'Return', 'is', 'hit'], ['Reimplement', 'to', 'return', 'size', 'depending', 'on', 'the', 'font'], ['The', 'implementation', 'is'], ['Now', 'you', 'can', 'create', 'an', 'instance', 'of', 'and', 'set', 'the', 'cursor', 'width', 'to', 'zero'], [], ['I', 'ran', 'into', 'the', 'same', 'problem', 'but', 'is', 'not', 'a', 'viable', 'option', 'because', 'it', 'alters', 'the', 'UI', 'behavior', 'in', 'other', 'places', 'too'], ['Somewhere', 'in', 'a', 'Qt', 'forum', 'I', 'found', 'the', 'following', 'solution', 'that', 'actually', 'solves', 'the', 'problem', 'exactly', 'where', 'it', 'occurs', 'without', 'having', 'impact', 'on', 'other', 'parts'], ['In', 'the', 'first', 'step', 'you', 'need', 'to', 'derive', 'from'], ['QProxyStyle'], ['and', 'overwrite', 'the', 'member', 'function'], ['The', 'custom', 'function', 'simply', 'handles', 'and', 'forwards', 'otherwise'], ['In', 'your', 'custom', 'class', 'constructor', 'you', 'can', 'then', 'use', 'the', 'new', 'Style', 'like', 'this'], ['And', ""don't"", 'forget', 'to', 'delete', 'it', 'in', 'the', 'destructor', 'since', 'the', 'ownership', 'of', 'the', 'style', 'is', 'not', 'transferred', 'see', 'documentation', 'You', 'can', 'of', 'course', 'hand', 'the', 'style', 'form', 'outside', 'to', 'your', 'instance', 'if', 'you', 'wish'], [], [""Don't"", 'get', 'complicated'], ['In', 'QtDesigner'], ['Go', 'the', 'the', 'lineEdit', ""'s"", 'property', 'tab'], ['Change'], ['focusPolicy'], ['to'], ['ClickFocus'], [""That's"", 'it']]","[[('QT', 'NNP'), ('v', 'NN')], [('blinking', 'NN'), ('cursor', 'NN'), ('caret', 'NN'), ('same', 'JJ'), ('time', 'NN'), ('editable', 'JJ'), ('false', 'JJ'), ('option', 'NN')], [('Background', 'NNP'), ('color', 'NN'), ('focus', 'NN'), ('widget', 'NN'), ('requirement', 'NN'), ('text', 'NN'), ('cursor', 'NN'), ('display', 'NN')], [('cursor', 'NN'), ('hidden', 'NN')], [('someone', 'NN')], [], [('standard', 'JJ'), ('way', 'NN'), ('method', 'NN'), ('cursor', 'NN'), ('processing', 'NN'), ('keys', 'NNS'), ('Inherit', 'NNP'), ('QLineEdit', 'NNP'), ('reimplement', 'NN')], [], [('workaround', 'NN'), ('single', 'JJ'), ('line', 'NN'), ('width', 'NN'), ('cursor', 'NN')], [('single', 'JJ'), ('line', 'NN'), ('following', 'NN')], [('Disable', 'JJ'), ('word', 'NN'), ('wrap', 'NN')], [('Disable', 'JJ'), ('scroll', 'NN'), ('AlwaysOff', 'NNP')], [], [('Set', 'NNP'), ('sizePolicy', 'NN')], [('Reimplement', 'NN'), ('event', 'NN'), ('Enter', 'NNP'), ('Return', 'NNP')], [('Reimplement', 'NN'), ('size', 'NN'), ('font', 'NN')], [('implementation', 'NN')], [('instance', 'NN'), ('cursor', 'NN'), ('width', 'NN')], [], [('same', 'JJ'), ('problem', 'NN'), ('viable', 'JJ'), ('option', 'NN'), ('UI', 'NNP'), ('behavior', 'NN'), ('other', 'JJ'), ('places', 'NNS')], [('Qt', 'NNP'), ('forum', 'NN'), ('following', 'JJ'), ('solution', 'NN'), ('problem', 'NN'), ('impact', 'NN'), ('other', 'JJ'), ('parts', 'NNS')], [('first', 'JJ'), ('step', 'NN')], [('QProxyStyle', 'NN')], [('member', 'NN'), ('function', 'NN')], [('custom', 'NN'), ('function', 'NN'), ('forwards', 'NNS')], [('custom', 'NN'), ('class', 'NN'), ('constructor', 'NN'), ('new', 'JJ'), ('Style', 'NNP')], [('destructor', 'NN'), ('ownership', 'NN'), ('style', 'NN'), ('documentation', 'NN'), ('course', 'NN'), ('hand', 'NN'), ('form', 'NN'), ('instance', 'NN')], [], [(""Don't"", 'NNP')], [('QtDesigner', 'NNP')], [('lineEdit', 'NN'), ('property', 'NN'), ('tab', 'NN')], [('Change', 'NN')], [('focusPolicy', 'NN')], [], [('ClickFocus', 'NN')], [(""That's"", 'NN')]]","[7, 2, 3, 20, 21]"
"[['i', 'have', 'an', 'order', 'Screen', 'and', 'preview', 'in', 'it', 'a', 'price', 'of', 'items', 'at', 'first', 'time', ""it's"", 'the', 'accurate', 'price', 'but', 'when', 'i', 'pressed', 'back', 'or', 'try', 'to', 'select', 'this', 'screen', 'again', 'the', 'price', 'var', 'accumulated', 'itself', 'again'], ['for', 'example', 'if', 'price', 'when', 'i', 'pressed', 'back', 'and', 'check', 'it', 'again', 'it', 'becomes'], ['this', 'it', 'the', 'Order', 'Screen', 'code'], ['and', 'this', 'the', 'the', 'provider', 'class', 'which', 'conatain', 'a', 'method', 'that', 'calculate', 'the', 'price', 'of', 'items']]","[[('i', 'NN'), ('order', 'NN'), ('Screen', 'NNP'), ('preview', 'NN'), ('price', 'NN'), ('items', 'NNS'), ('first', 'JJ'), ('time', 'NN'), ('accurate', 'JJ'), ('screen', 'NN'), ('var', 'NN')], [('example', 'NN'), ('price', 'NN'), ('i', 'NN')], [('Order', 'NNP'), ('Screen', 'NNP'), ('code', 'NN')], [('provider', 'NN'), ('class', 'NN'), ('method', 'NN'), ('price', 'NN'), ('items', 'NNS')]]","[1, 4, 2, 3]"
"[['I', 'am', 'working', 'on', 'an', 'android', 'app', 'where', 'multiple', 'clients', 'might', 'update', 'a', 'particular', 'node', 'at', 'the', 'same', 'time', 'I', 'am', 'using', 'Transaction', 'function', 'and', 'updating', 'the', 'node', 'one', 'user', 'at', 'a', 'time', 'and', 'while', 'doing', 'so', ""I'm"", 'updating', 'timestamp', 'in', 'a', 'child', 'using', 'SERVER', 'Timestamp'], ['Now', 'the', 'real', 'problem', 'is', 'I', 'need', 'to', 'reject', 'all', 'other', 'clients', 'who', 'are', 'trying', 'to', 'update', 'the', 'node', 'within', 'seconds', 'after', 'the', 'first', 'user', 'updated', 'it', 'I', 'thought', 'of', 'retrieving', 'the', 'current', 'server', 'time', 'from', 'firebase', 'and', 'subtract', 'it', 'with', 'timestamp', 'created', 'by', 'the', 'first', 'client', 'but', 'retrieving', 'current', 'server', 'time', 'from', 'firebase', 'seems', 'to', 'be', 'impossible'], ['Could', 'anyone', 'suggest', 'me', 'a', 'way', 'to', 'do', 'this']]","[[('android', 'NN'), ('app', 'NN'), ('multiple', 'JJ'), ('clients', 'NNS'), ('particular', 'JJ'), ('node', 'NN'), ('same', 'JJ'), ('time', 'NN'), ('Transaction', 'NNP'), ('function', 'NN'), ('user', 'NN'), (""I'm"", 'NNP'), ('timestamp', 'NN'), ('child', 'NN'), ('SERVER', 'NNP'), ('Timestamp', 'NNP')], [('real', 'JJ'), ('problem', 'NN'), ('other', 'JJ'), ('clients', 'NNS'), ('node', 'NN'), ('seconds', 'NNS'), ('first', 'JJ'), ('user', 'NN'), ('current', 'JJ'), ('server', 'NN'), ('time', 'NN'), ('firebase', 'NN'), ('timestamp', 'NN'), ('client', 'NN'), ('impossible', 'JJ')], [('anyone', 'NN'), ('way', 'NN')]]","[1, 2, 3]"
"[['In', 'C', 'some', 'STL', 'containers', 'like', 'vector', 'map', 'string', 'can', 'be', 'traversed', 'by', 'for', 'loops', 'with', 'colon', 'in', 'it'], ['for', 'instance'], ['When', ""I'm"", 'writing', 'a', 'custom', 'container', 'can', 'I', 'make', 'it', 'traversed', 'that', 'way', 'like', 'Java', 'which', 'only', 'need', 'to', 'implement', 'Iterable'], [], ['Yes', 'you', 'need', 'to', 'implement', 'some', 'form', 'of', 'iterator', 'and', 'override', 'std', 'begin', 'container', 'and', 'std', 'end', 'container', 'might', 'work', 'also', 'if', 'you', 'container', 'has', 'begin', 'and', 'end', 'methods'], ['Internally', 'the', 'code', 'is', 'equivalent', 'to', 'something', 'like', 'the', 'following', 'this', 'is', 'just', 'to', 'get', 'the', 'point', 'across', 'the', 'compiler', 'can', 'write', 'it', 'slightly', 'differently', 'see'], ['here'], ['for', 'more', 'details'], ['So', 'if', 'your', 'iterator', 'and', 'overrides', 'work', 'as', 'expected', 'it', 'will', 'work', 'for', 'the', 'for', 'loop', 'as', 'well'], [], ['You', 'can', 'have', 'a', 'following', 'simple', 'equivalent', 'to', 'Java', 'interface'], ['If', 'you', 'wonder', 'why', 'there', 'are', 'and', 'when', 'the', 'begin', 'iterator', 'and', 'end', 'iterator', 'should', 'be', 'the', 'same', 'The', 'reason', 'is', 'that', 'some', 'containers', ""don't"", 'have', 'those', 'two', 'iterators', 'of', 'the', 'same', 'type'], ['Furthermore', 'you', 'can', 'implement', 'a', 'helper', 'function', 'like'], ['and', 'eventually', 'you', 'can', 'use', 'this', 'in', 'the', 'range', 'based', 'for', 'loop'], ['Live', 'demo']]","[[('C', 'NNP'), ('STL', 'NNP'), ('containers', 'NNS'), ('vector', 'NN'), ('map', 'NN'), ('string', 'NN'), ('loops', 'NNS'), ('colon', 'NN')], [('instance', 'NN')], [(""I'm"", 'NNP'), ('custom', 'NN'), ('container', 'NN'), ('way', 'NN'), ('Java', 'NNP'), ('Iterable', 'JJ')], [], [('form', 'NN'), ('iterator', 'NN'), ('override', 'JJ'), ('std', 'NN'), ('begin', 'NN'), ('container', 'NN'), ('std', 'JJ'), ('end', 'NN'), ('methods', 'NNS')], [('code', 'NN'), ('equivalent', 'JJ'), ('something', 'NN'), ('point', 'NN'), ('compiler', 'NN')], [], [('more', 'JJR'), ('details', 'NNS')], [('iterator', 'NN'), ('overrides', 'JJ'), ('work', 'NN'), ('loop', 'NN')], [], [('following', 'JJ'), ('simple', 'JJ'), ('equivalent', 'JJ'), ('Java', 'NNP'), ('interface', 'NN')], [('begin', 'NN'), ('iterator', 'NN'), ('end', 'NN'), ('same', 'JJ'), ('reason', 'NN'), ('containers', 'NNS'), ('iterators', 'NNS'), ('type', 'NN')], [('helper', 'JJ'), ('function', 'NN')], [('range', 'NN'), ('loop', 'NN')], [('Live', 'JJ'), ('demo', 'NN')]]","[5, 1, 12, 3, 6]"
"[[""I'm"", 'trying', 'to', 'create', 'a', 'simple', 'Android', 'program', 'in', 'Kotlin', 'which', 'should', 'display', 'a', 'notification', 'after', 'seconds', 'I', 'can', 'see', 'the', 'notification', 'after', 'opening', 'the', 'quick', 'settings', 'and', 'scrolling', 'down', 'but', 'it', ""doesn't"", 'pop', 'up', 'at', 'the', 'top', 'automatically'], ['This', 'is', 'the', 'relevant', 'code']]","[[(""I'm"", 'NNP'), ('simple', 'JJ'), ('Android', 'NNP'), ('program', 'NN'), ('Kotlin', 'NNP'), ('notification', 'NN'), ('seconds', 'NNS'), ('quick', 'JJ'), ('settings', 'NNS'), ('top', 'JJ')], [('relevant', 'JJ'), ('code', 'NN')]]","[1, 2]"
"[['I', 'have', 'a', 'dataframe', 'which', 'I', 'want', 'to', 'plot', 'with', 'matplotlib', 'but', 'the', 'index', 'column', 'is', 'the', 'time', 'and', 'I', 'cannot', 'plot', 'it'], ['This', 'is', 'the', 'dataframe', 'df'], ['but', 'when', 'I', 'try', 'the', 'following'], [""I'm"", 'getting', 'an', 'error', 'obviously'], ['So', 'what', 'I', 'want', 'to', 'do', 'is', 'to', 'add', 'a', 'new', 'extra', 'column', 'to', 'my', 'dataframe', 'named', ""'Time"", 'which', 'is', 'just', 'a', 'copy', 'of', 'the', 'index', 'column'], ['How', 'can', 'I', 'do', 'it'], ['This', 'is', 'the', 'entire', 'code'], ['Thank', 'you'], [], ['I', 'think', 'you', 'need'], [], ['Possible', 'solution', 'but', 'I', 'think', 'is', 'not', 'good', 'practice', 'check'], ['this'], ['and'], ['this'], [], ['But', 'if', 'you', 'need', 'new', 'column', 'use'], ['I', 'think', 'you', 'can'], ['better'], ['And', 'then', 'omit'], [], ['You', 'can', 'directly', 'access', 'in', 'the', 'index', 'and', 'get', 'it', 'plotted', 'following', 'is', 'an', 'example']]","[[('dataframe', 'NN'), ('matplotlib', 'NN'), ('index', 'NN'), ('column', 'NN'), ('time', 'NN')], [('dataframe', 'NN'), ('df', 'NN')], [('following', 'JJ')], [(""I'm"", 'NNP'), ('error', 'NN')], [('new', 'JJ'), ('extra', 'JJ'), ('column', 'NN'), ('dataframe', 'NN'), ('copy', 'NN'), ('index', 'NN')], [], [('entire', 'JJ'), ('code', 'NN')], [('Thank', 'NN')], [], [], [], [('Possible', 'JJ'), ('solution', 'NN'), ('good', 'JJ'), ('practice', 'NN'), ('check', 'NN')], [], [], [], [], [('new', 'JJ'), ('column', 'NN'), ('use', 'NN')], [], [], [], [], [('access', 'NN'), ('index', 'NN'), ('plotted', 'JJ'), ('example', 'NN')]]","[5, 1, 12, 22, 17]"
"[[""I'm"", 'trying', 'to', 'use', 'Sagemaker', 'to', 'serve', 'precomputed', 'predictions', 'The', 'predictions', 'are', 'in', 'the', 'following', 'format', 'in', 'a', 'python', 'dictionary'], ['Currently', 'the', 'docker'], ['serve', 'API', 'code'], ['goes', 'to', 's', 'and', 'downloads', 'the', 'data', 'daily'], ['The', 'problem', 'is', 'that', 'downloading', 'the', 'data', 'blocks', 'the', 'api', 'from', 'responding', 'to', 'the', 'Sagemaker'], ['health', 'endpoint', 'calls'], [], ['This', 'a', 'case', 'study', 'of'], ['how', 'zappos', 'did', 'it'], ['using', 'Amazon', 'DynamoDB', 'However', 'is', 'there', 'a', 'way', 'to', 'do', 'it', 'in', 'Sagemaker'], ['Where', 'and', 'how', 'can', 'I', 'add', 'the', 's', 'download', 'function', 'to', 'avoid', 'interrupting', 'the', 'health', 'check'], ['Could', 'this', 'work'], ['https', 'github', 'com', 'seomoz', 's', 'po'], ['https', 'blog', 'miguelgrinberg', 'com', 'post', 'the', 'flask', 'mega', 'tutorial', 'part', 'x', 'email', 'support']]","[[(""I'm"", 'NNP'), ('Sagemaker', 'NNP'), ('precomputed', 'JJ'), ('predictions', 'NNS'), ('following', 'JJ'), ('format', 'NN'), ('python', 'NN'), ('dictionary', 'NN')], [('docker', 'NN')], [('serve', 'NN'), ('API', 'NNP'), ('code', 'NN')], [('data', 'NNS')], [('problem', 'NN'), ('data', 'NN'), ('api', 'NN'), ('Sagemaker', 'NNP')], [('health', 'NN'), ('endpoint', 'NN'), ('calls', 'NNS')], [], [('case', 'NN'), ('study', 'NN')], [('zappos', 'NN')], [('Amazon', 'NNP'), ('DynamoDB', 'NNP'), ('way', 'NN'), ('Sagemaker', 'NNP')], [('s', 'JJ'), ('download', 'NN'), ('function', 'NN'), ('health', 'NN'), ('check', 'NN')], [('work', 'NN')], [('https', 'NN'), ('github', 'NN'), ('com', 'NN'), ('seomoz', 'NN'), ('s', 'NN'), ('po', 'NN')], [('https', 'NN'), ('blog', 'NN'), ('miguelgrinberg', 'NN'), ('com', 'NN'), ('flask', 'NN'), ('mega', 'JJ'), ('tutorial', 'JJ'), ('part', 'NN'), ('x', 'NNP'), ('email', 'NN'), ('support', 'NN')]]","[14, 1, 13, 11, 5]"
"[['Hi', 'guys', 'can', 'anybody', 'help', 'me', 'i', 'was', 'trying', 'to', 'navigate', 'from', 'searchform', 'to', 'this', 'productResults', 'page', 'after', 'the', 'user', 'input', 'any', 'text', 'in', 'the', 'searchform', 'I', 'am', 'able', 'to', 'navigate', 'to', 'this', 'page', 'but', 'I', 'could', 'not', 'figure', 'out', 'why', 'this', 'component', 'not', 'working', 'and', 'showing', 'any', 'results', 'upon', 'arrival', 'in', 'this', 'page', 'Any', 'help', 'would', 'be', 'appreciated', 'Thanks'], [], ['You', 'cannot', 'use', 'in', 'function', 'component'], ['Use', 'instead'], [], ['You', 'are', 'calling', 'without', 'arguments', 'so', 'the', 'function', 'will', 'assign', 'the', 'default', 'value', 'an', 'empty', 'array', 'to', 'the', 'variable', 'inside', 'that', 'function'], ['If', 'you', 'want', 'to', 'use', 'from', 'outer', 'scope', 'remove', 'it', 'from', 'argument', 'list']]","[[('Hi', 'NNP'), ('guys', 'NNS'), ('searchform', 'NN'), ('productResults', 'NNS'), ('page', 'NN'), ('user', 'NN'), ('input', 'NN'), ('text', 'NN'), ('able', 'JJ'), ('component', 'NN'), ('results', 'NNS'), ('arrival', 'NN'), ('help', 'NN'), ('Thanks', 'NNS')], [], [('function', 'NN'), ('component', 'NN')], [('Use', 'NNP')], [], [('arguments', 'NNS'), ('function', 'NN'), ('default', 'NN'), ('value', 'NN'), ('empty', 'JJ'), ('array', 'NN'), ('variable', 'JJ'), ('inside', 'NN')], [('outer', 'NN'), ('scope', 'NN'), ('argument', 'JJ'), ('list', 'NN')]]","[1, 6, 7, 3, 4]"
"[[""I'm"", 'having', 'a', 'problem', 'with', 'in', 'Python', 'When', 'I', 'close', 'the', 'program', 'or', 'click', 'send', 'it', 'keeps', 'giving', 'me', 'errors'], [""There's"", 'something', 'wrong', 'with', 'in', ""I've"", 'been', 'trying', 'to', 'figure', 'it', 'out', 'but', 'it', 'happens', 'every', 'time']]","[[(""I'm"", 'NNP'), ('problem', 'NN'), ('Python', 'NNP'), ('program', 'NN'), ('click', 'JJ'), ('send', 'NN'), ('errors', 'NNS')], [(""There's"", 'NNP'), ('something', 'NN'), ('wrong', 'JJ'), (""I've"", 'NNP'), ('time', 'NN')]]","[1, 2]"
"[['I', 'implement', 'deep', 'network', 'in', 'python', 'with', 'any', 'library', 'like', 'TensorFlow', 'or', 'PyTorch', 'I', 'want', 'to', 'find', 'every', 'features', 'extract', 'in', 'n', 'nth', 'convolution', 'layer', 'm', 'm', 'matrix', 'belong', 'to', 'which', 'part', 'of', 'input', 'image', 'n', 'n', 'image', 'One', 'time', 'consuming', 'method', 'is', 'calculate', 'handcrafted', 'from', 'layer', 'to', 'n', 'Other', 'method', 'like', 'scale', 'm', 'm', 'matrix', 'to', 'n', 'n', 'matrix', 'directly', 'is', 'not', 'accurate', 'because', 'of', 'possibility', 'of', 'existence', 'of', 'stride', 'in', 'some', 'layers', 'Are', 'any', 'functions', 'or', 'library', 'in', 'TensorFlow', 'or', 'PyTorch', 'do', 'it', 'directly']]","[[('deep', 'JJ'), ('network', 'NN'), ('python', 'NN'), ('library', 'JJ'), ('TensorFlow', 'NNP'), ('PyTorch', 'NNP'), ('features', 'NNS'), ('n', 'JJ'), ('nth', 'JJ'), ('convolution', 'NN'), ('layer', 'NN'), ('m', 'NN'), ('matrix', 'NN'), ('belong', 'NN'), ('part', 'NN'), ('input', 'NN'), ('image', 'NN'), ('time', 'NN'), ('method', 'NN'), ('calculate', 'JJ'), ('Other', 'JJ'), ('scale', 'NN'), ('matrix', 'NNS'), ('accurate', 'JJ'), ('possibility', 'NN'), ('existence', 'NN'), ('stride', 'NN'), ('layers', 'NNS'), ('functions', 'NNS'), ('library', 'NN')]]",[1]
"[['I', 'am', 'trying', 'counting', 'sort', 'array', 'of', 'elapsed', 'time', 'in', 'milliseconds', 'following', 'is', 'the', 'code', 'and', 'its', 'works', 'but', 'sorting', ""doesn't"", 'look', 'right'], ['and', 'I', 'have', 'same', 'issue', 'with', 'selection', 'sort', 'and', 'the', 'following', 'code', 'work', 'fine', 'but', 'sorting', ""doesn't"", 'look', 'right']]","[[('counting', 'NN'), ('sort', 'NN'), ('array', 'NN'), ('elapsed', 'JJ'), ('time', 'NN'), ('milliseconds', 'NNS'), ('code', 'NN'), ('works', 'NNS'), (""doesn't"", 'JJ'), ('look', 'NN'), ('right', 'NN')], [('same', 'JJ'), ('issue', 'NN'), ('selection', 'NN'), ('sort', 'NN'), ('following', 'JJ'), ('code', 'NN'), ('work', 'NN'), ('fine', 'NN'), (""doesn't"", 'JJ'), ('look', 'NN'), ('right', 'NN')]]","[1, 2]"
